full_path,image_name,dataset,noise,split
/home/lucas/datasets/300W_crop_face/indoor_024.png,indoor_024.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_040.png,indoor_040.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_170.png,indoor_170.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_183.png,outdoor_183.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_253.png,outdoor_253.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_273.png,indoor_273.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_066.png,outdoor_066.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_076.png,outdoor_076.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_168.png,outdoor_168.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_193.png,indoor_193.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_037.png,indoor_037.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_063.png,outdoor_063.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_205.png,outdoor_205.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_201.png,indoor_201.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_244.png,indoor_244.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_223.png,outdoor_223.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_095.png,outdoor_095.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_277.png,outdoor_277.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_199.png,outdoor_199.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_193.png,outdoor_193.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_072.png,indoor_072.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_035.png,indoor_035.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_039.png,outdoor_039.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_119.png,indoor_119.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_237.png,outdoor_237.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_188.png,indoor_188.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_091.png,indoor_091.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_073.png,outdoor_073.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_198.png,indoor_198.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_133.png,indoor_133.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_297.png,outdoor_297.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_285.png,indoor_285.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_057.png,outdoor_057.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_081.png,indoor_081.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_140.png,indoor_140.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_107.png,outdoor_107.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_019.png,outdoor_019.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_178.png,indoor_178.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_084.png,outdoor_084.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_016.png,indoor_016.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_002.png,indoor_002.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_150.png,indoor_150.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_197.png,indoor_197.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_236.png,outdoor_236.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_287.png,outdoor_287.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_067.png,outdoor_067.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_139.png,outdoor_139.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_227.png,outdoor_227.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_227.png,indoor_227.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_011.png,indoor_011.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_068.png,indoor_068.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_294.png,indoor_294.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_264.png,outdoor_264.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_206.png,outdoor_206.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_282.png,outdoor_282.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_080.png,indoor_080.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_020.png,indoor_020.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_096.png,indoor_096.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_186.png,outdoor_186.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_048.png,outdoor_048.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_123.png,outdoor_123.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_087.png,indoor_087.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_253.png,indoor_253.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_153.png,indoor_153.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_203.png,indoor_203.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_047.png,indoor_047.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_182.png,indoor_182.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_296.png,indoor_296.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_221.png,outdoor_221.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_248.png,indoor_248.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_065.png,indoor_065.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_103.png,indoor_103.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_151.png,outdoor_151.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_137.png,outdoor_137.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_156.png,outdoor_156.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_273.png,outdoor_273.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_106.png,outdoor_106.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_131.png,outdoor_131.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_218.png,indoor_218.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_298.png,outdoor_298.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_184.png,outdoor_184.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_135.png,indoor_135.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_043.png,outdoor_043.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_187.png,outdoor_187.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_208.png,outdoor_208.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_255.png,outdoor_255.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_005.png,outdoor_005.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_291.png,outdoor_291.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_130.png,outdoor_130.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_216.png,outdoor_216.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_141.png,indoor_141.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_110.png,indoor_110.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_042.png,indoor_042.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_115.png,outdoor_115.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_271.png,outdoor_271.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_197.png,outdoor_197.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_132.png,indoor_132.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_114.png,indoor_114.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_201.png,outdoor_201.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_129.png,outdoor_129.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_050.png,indoor_050.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_241.png,indoor_241.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_010.png,outdoor_010.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_177.png,indoor_177.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_225.png,outdoor_225.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_236.png,indoor_236.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_164.png,indoor_164.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_118.png,indoor_118.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_054.png,outdoor_054.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_225.png,indoor_225.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_254.png,indoor_254.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_079.png,indoor_079.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_168.png,indoor_168.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_218.png,outdoor_218.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_104.png,outdoor_104.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_184.png,indoor_184.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_082.png,indoor_082.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_180.png,indoor_180.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_189.png,outdoor_189.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_093.png,indoor_093.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_141.png,outdoor_141.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_217.png,outdoor_217.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_058.png,outdoor_058.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_161.png,outdoor_161.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_145.png,outdoor_145.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_113.png,outdoor_113.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_165.png,indoor_165.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_046.png,outdoor_046.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_012.png,indoor_012.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_167.png,indoor_167.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_279.png,indoor_279.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_030.png,outdoor_030.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_102.png,indoor_102.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_204.png,outdoor_204.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_048.png,indoor_048.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_051.png,indoor_051.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_187.png,indoor_187.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_263.png,indoor_263.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_128.png,indoor_128.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_072.png,outdoor_072.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_140.png,outdoor_140.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_219.png,indoor_219.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_058.png,indoor_058.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_138.png,outdoor_138.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_109.png,outdoor_109.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_039.png,indoor_039.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_097.png,outdoor_097.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_283.png,outdoor_283.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_139.png,indoor_139.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_282.png,indoor_282.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_059.png,indoor_059.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_287.png,indoor_287.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_290.png,indoor_290.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_290.png,outdoor_290.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_279.png,outdoor_279.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_081.png,outdoor_081.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_105.png,indoor_105.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_194.png,outdoor_194.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_242.png,indoor_242.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_238.png,outdoor_238.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_146.png,outdoor_146.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_164.png,outdoor_164.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_115.png,indoor_115.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_293.png,outdoor_293.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_001.png,outdoor_001.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_049.png,outdoor_049.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_280.png,indoor_280.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_056.png,outdoor_056.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_149.png,outdoor_149.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_210.png,outdoor_210.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_014.png,outdoor_014.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_015.png,outdoor_015.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_243.png,outdoor_243.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_152.png,outdoor_152.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_207.png,outdoor_207.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_144.png,indoor_144.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_030.png,indoor_030.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_066.png,indoor_066.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_159.png,outdoor_159.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_101.png,indoor_101.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_008.png,indoor_008.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_035.png,outdoor_035.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_006.png,outdoor_006.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_247.png,outdoor_247.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_024.png,outdoor_024.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_244.png,outdoor_244.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_250.png,outdoor_250.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_172.png,indoor_172.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_200.png,indoor_200.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_083.png,outdoor_083.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_022.png,outdoor_022.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_038.png,indoor_038.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_222.png,indoor_222.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_040.png,outdoor_040.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_003.png,indoor_003.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_267.png,indoor_267.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_031.png,outdoor_031.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_281.png,outdoor_281.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_298.png,indoor_298.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_013.png,outdoor_013.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_256.png,indoor_256.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_055.png,outdoor_055.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_088.png,indoor_088.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_084.png,indoor_084.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_073.png,indoor_073.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_021.png,outdoor_021.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_215.png,outdoor_215.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_173.png,indoor_173.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_070.png,outdoor_070.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_284.png,outdoor_284.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_028.png,indoor_028.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_283.png,indoor_283.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_205.png,indoor_205.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_121.png,outdoor_121.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_294.png,outdoor_294.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_092.png,indoor_092.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_190.png,outdoor_190.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_285.png,outdoor_285.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_277.png,indoor_277.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_158.png,outdoor_158.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_125.png,outdoor_125.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_049.png,indoor_049.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_038.png,outdoor_038.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_219.png,outdoor_219.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_226.png,indoor_226.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_119.png,outdoor_119.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_212.png,indoor_212.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_269.png,outdoor_269.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_148.png,outdoor_148.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_251.png,indoor_251.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_202.png,indoor_202.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_289.png,outdoor_289.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_138.png,indoor_138.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_202.png,outdoor_202.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_071.png,outdoor_071.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_082.png,outdoor_082.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_275.png,outdoor_275.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_046.png,indoor_046.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_166.png,outdoor_166.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_206.png,indoor_206.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_109.png,indoor_109.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_127.png,outdoor_127.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_020.png,outdoor_020.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/outdoor_100.png,outdoor_100.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_127.png,indoor_127.png,300W,salt_pepper,train
/home/lucas/datasets/300W_crop_face/indoor_209.png,indoor_209.png,300W,salt_pepper,train
